epoch,acc,loss,val_acc,val_loss
0,0.210869565259,2.21930193601,0.306404118591,1.95164784744
1,0.254469143522,2.00505804222,0.351025201323,1.74445930365
2,0.295486272737,1.93461267675,0.364989613057,1.72185352441
3,0.302329192633,1.87077263444,0.402547195931,1.66592534163
4,0.320534742814,1.84406042442,0.449444494487,1.62511447657
5,0.337732919285,1.81238460539,0.425869389048,1.58013598716
6,0.339130434883,1.79434393387,0.449390299535,1.54028398917
7,0.347981366546,1.76279920134,0.479830187531,1.53640748336
8,0.354503105702,1.72659927908,0.505681510113,1.48474524762
9,0.370962732967,1.70723262433,0.510306205263,1.42747341155
10,0.371583851052,1.71004711287,0.531587029384,1.43065583869
11,0.368322981543,1.72055963898,0.535922680739,1.42678087775
12,0.375776397573,1.69032428316,0.512708879609,1.4109448154
13,0.380071506403,1.68853203175,0.533664529644,1.47969090086
14,0.38944099393,1.66354445154,0.524270616927,1.48676930447
15,0.398291925551,1.65898534461,0.491735163803,1.49963229916
16,0.390838509382,1.66304463285,0.489025382183,1.46117407568
17,0.407608695772,1.63846803185,0.531514768314,1.45292940498
18,0.403571428703,1.61014346343,0.604173064625,1.29611630517
19,0.41691279352,1.62242901674,0.573913828922,1.30491738923
