epoch,acc,loss,val_acc,val_loss
0,0.326662561576,1.94077112684,0.564161188928,1.35742008339
1,0.561422413793,1.33717641631,0.644755644478,1.07764947663
2,0.65486453202,1.0971851269,0.697913689634,0.871921372638
3,0.706742610837,0.961958986909,0.774221206076,0.670338136651
4,0.73599137931,0.917771224852,0.782223492443,0.706406274892
5,0.758158866995,0.885762572105,0.793083738219,0.619946844648
6,0.772629310345,0.785199085347,0.743069448431,0.78144532239
7,0.782789408867,0.805922047288,0.854244069751,0.47526392179
8,0.795566502463,0.817363838029,0.826236067456,0.584050497908
9,0.803571428571,0.72549405542,0.666476136047,1.12442422836
10,0.816656403941,0.712514829665,0.867104887128,0.524749567624
11,0.806804187192,0.736725318687,0.837096313241,0.557116068386
12,0.825123152709,0.722181167468,0.821949128339,0.626704606151
13,0.828663793103,0.734448100295,0.759931408991,1.43707680749
14,0.824969211823,0.748104496712,0.764218348108,0.790105924943
15,0.781557881773,1.61453332858,0.841954844258,0.506167011981
16,0.825892857143,0.772328823268,0.795370105753,0.815757927415
17,0.829125615764,0.833309301831,0.870534438428,0.479232947102
18,0.801724137931,0.973954088014,0.718776793378,0.799208632156
19,0.722444581281,2.40642371272,0.806230351538,0.657688785414
