epoch,acc,loss,val_acc,val_loss
0,0.251552795053,2.28220269247,0.47733718794,1.60730188485
1,0.401397515639,1.69024154098,0.564429590684,1.25910530605
2,0.470652174024,1.47960045377,0.592069370149,1.19051739097
3,0.535714285932,1.29667500171,0.676686840185,1.02659563973
4,0.586351624574,1.19872313225,0.763255351681,0.771373963355
5,0.626242236173,1.08822776456,0.784391653732,0.658505033998
6,0.651552795202,1.0049012394,0.800885195417,0.626541754063
7,0.680124223718,0.963859353238,0.789052479312,0.612967941544
8,0.688509316914,0.903043916086,0.847619907728,0.486577916128
9,0.709937888347,0.858590058011,0.859271971818,0.425209446955
10,0.723301725631,0.836139222215,0.845379821154,0.442448174577
11,0.720800372437,0.818505883235,0.863950862614,0.427017308529
12,0.735714285858,0.799498521631,0.873326709421,0.39010598231
13,0.740711954108,0.773796528703,0.88976605546,0.41528930577
14,0.755590062269,0.743083289516,0.861656580949,0.440301949685
15,0.76475155298,0.73582342118,0.871032427756,0.406243493137
16,0.757298136813,0.777327701912,0.871014361846,0.403204383397
17,0.774133374972,0.745426887297,0.868702014272,0.35539919445
18,0.763766092904,0.746674636935,0.880516665856,0.421418637145
19,0.761645962895,0.74922177377,0.887453707885,0.334534191312
