epoch,acc,loss,val_acc,val_loss
0,0.33203125,2.05681424588,0.574952248016,1.25159243642
1,0.523153942428,1.38309520013,0.707261974728,0.837650227557
2,0.63640625,1.11748322282,0.76072583015,0.814522489137
3,0.69546875,0.992208977342,0.728566705848,0.858318565908
4,0.7115625,0.998155702427,0.832151777843,0.565525842817
5,0.7496875,0.867804829776,0.835622979724,0.471818362739
6,0.753128911139,0.81669624174,0.832004848663,0.453491553061
7,0.754849812265,0.827106970981,0.878673229503,0.401331129819
8,0.77265625,0.845180843482,0.875018366148,0.376500712627
9,0.7871875,0.710347013883,0.882162797532,0.392030543844
10,0.799906132666,0.812746555956,0.721459006759,0.84532078553
11,0.810625,0.725581935542,0.910667058478,0.367674016633
12,0.8196875,0.677093170257,0.89999632677,0.373033984493
13,0.13859375,13.7555930223,0.100040405525,14.5056344949
14,0.481852315394,7.01205783837,0.885762562445,0.502968600553
15,0.78609375,1.09149651795,0.914248457244,0.327221302148
16,0.826501877347,0.67254265616,0.928592418454,0.309614906283
17,0.79703125,1.32183635858,0.896359829562,0.409898109983
18,0.827715355805,0.670524254265,0.88572583015,0.373643536485
19,0.834793491865,0.669477760433,0.928647516897,0.286800164323
