epoch,acc,loss,val_acc,val_loss
0,0.238819875806,2.1069447022,0.386342697276,1.79928167797
1,0.315062111888,1.88375211317,0.458964863295,1.63247637585
2,0.353726708151,1.76660980155,0.503441423678,1.50379490938
3,0.391459627517,1.64849850456,0.519880769925,1.43476745463
4,0.412888198828,1.5901393713,0.580634089339,1.24974036064
5,0.44955697198,1.50348611965,0.561936591511,1.30803209678
6,0.475000000121,1.45574234232,0.655658929288,1.12066092144
7,0.491925465959,1.40920349041,0.622978954302,1.05134917692
8,0.49332298148,1.36796246323,0.643952669552,1.13430166057
9,0.519254658524,1.31124777059,0.669713666752,0.976413027015
10,0.523757764084,1.27201750709,0.658061602732,0.952511990784
11,0.560093167905,1.22360550731,0.67899918776,0.940900117739
12,0.559006211324,1.20361808455,0.69309005496,0.887245090862
13,0.559937888379,1.17752702463,0.697660554324,0.932571585178
14,0.577335613404,1.14040619487,0.718796856514,0.793243621884
15,0.578881987693,1.15216078951,0.751729745072,0.78785045279
16,0.592857142982,1.12257694891,0.754078223077,0.803555871525
17,0.612888198901,1.06346105523,0.730737964328,0.761927639864
18,0.620186335584,1.065952116,0.768024568554,0.742977528938
19,0.602984610801,1.07767498651,0.754060157862,0.787442518465
