epoch,acc,loss,val_acc,val_loss
0,0.289906832361,2.02492780158,0.505500858653,1.46478798415
1,0.472981366582,1.53089625563,0.64369975612,1.06819101015
2,0.563509316928,1.2597165281,0.702339445398,0.963570882243
3,0.636716928512,1.07406396342,0.793622978954,0.712657128611
4,0.682798200834,0.949834486302,0.831198627044,0.570576065795
5,0.707290533258,0.896579255037,0.831216692259,0.535079471544
6,0.742515899048,0.784755085681,0.850040646735,0.434856839072
7,0.75936577034,0.734291558787,0.868683949056,0.475369928958
8,0.779192546686,0.725069801196,0.899178032698,0.363867266887
9,0.777018633661,0.750167903394,0.885195556652,0.410670736034
10,0.790527950449,0.646304603735,0.901562641134,0.415430580864
11,0.79767080756,0.642556623471,0.856995754535,0.512009768984
12,0.806622104948,0.648932062794,0.913250835516,0.355253648249
13,0.809472049801,0.649043705921,0.871068557493,0.473911623183
14,0.800000000116,0.698717619335,0.917929726312,0.370376956181
15,0.812267080819,0.696175568795,0.868665883841,0.453838297977
16,0.797606093775,0.762785294365,0.894607533056,0.42005733706
17,0.797270048223,0.699499479408,0.899159967483,0.41279769498
18,0.807608695791,0.704171452919,0.906115075422,0.295389935661
19,0.805590062204,0.782210299793,0.915490922229,0.31997126592
