epoch,acc,loss,val_acc,val_loss
0,0.280745341681,2.18567468368,0.395736609159,1.69019877399
1,0.409006211362,1.62404079782,0.510486857834,1.49150125213
2,0.492236024988,1.36738780407,0.646337277433,1.04658771389
3,0.573293953337,1.17210957664,0.690940294324,0.890975793617
4,0.62571738809,1.01566574978,0.786812393432,0.658026674109
5,0.671428571586,0.906912098612,0.81727034581,0.593453091602
6,0.687111801413,0.856025746877,0.812537259507,0.556836167595
7,0.73527125768,0.733666961597,0.777508806793,0.67280945305
8,0.747360248568,0.696415243462,0.849932256137,0.459364152116
9,0.768478261008,0.672185533591,0.880426339084,0.405702818635
10,0.793944099495,0.577063530466,0.913268900732,0.305276226149
11,0.828851235982,0.510579750308,0.906205401499,0.280222710055
12,0.848136646037,0.457403334189,0.878059796558,0.348295722121
13,0.839305103246,0.491514419962,0.920278204318,0.241048431534
14,0.863043478372,0.396107322919,0.920314334748,0.234449837038
15,0.872221358712,0.377181584753,0.903856923494,0.266403837137
16,0.87422360254,0.375351935536,0.906169271069,0.280038393883
17,0.873602484574,0.370254316305,0.939011832716,0.244145195401
18,0.888198757857,0.327805555444,0.939047963147,0.197679863884
19,0.907142857171,0.291694134396,0.948423809954,0.175064144289
