epoch,acc,loss,val_acc,val_loss
0,0.193633540448,2.18412098683,0.27403125317,1.99390016081
1,0.233949945638,2.04296794882,0.320675639057,1.83150450316
2,0.247712114175,1.95988456338,0.372071176949,1.74549098174
3,0.270169438923,1.93176454868,0.411868846536,1.68975625942
4,0.282612067677,1.8803895737,0.409538433746,1.62316099453
5,0.32193377905,1.80602006139,0.428362388291,1.62329613476
6,0.329968944143,1.77718653894,0.500749706857,1.47435287595
7,0.352484472149,1.73260214175,0.510089422539,1.39646821033
8,0.365217391376,1.6868377054,0.573444133182,1.38892241842
9,0.380590062217,1.66104795531,0.570969198669,1.35441274
10,0.392236024928,1.6245485231,0.526546833932,1.32578661899
11,0.40372670816,1.58456929426,0.582819980684,1.26069761476
12,0.406987577762,1.56825065879,0.592159696852,1.25177932827
13,0.424689441112,1.53412248102,0.561918526434,1.23343221077
14,0.441784548582,1.50197019425,0.627477192943,1.13373411434
15,0.438664596332,1.47257879778,0.611110107905,1.19506543087
16,0.457453416267,1.45164520765,0.622816367363,1.1133271661
17,0.461645962886,1.4508340863,0.604028543596,1.10040429768
18,0.468633540491,1.41591126383,0.639075061317,1.07233502704
19,0.469565217574,1.41536952903,0.660193298152,1.01162189885
