epoch,acc,loss,val_acc,val_loss
0,0.212219144352,2.20014422147,0.354958559605,1.89703934964
1,0.326254232071,1.92847619779,0.39439839956,1.74781499259
2,0.413204062789,1.68348864219,0.476421834827,1.4712673333
3,0.476915974146,1.55482682341,0.456987710792,1.61279292885
4,0.538319482918,1.38110670947,0.567590740229,1.28226472
5,0.588796552785,1.23451339386,0.523006573324,1.38123550726
6,0.618959679902,1.13547328451,0.560445841678,1.35999951979
7,0.643274853801,1.06853444515,0.622749356968,1.13835262217
8,0.680209295168,1.02148380734,0.640754501303,1.12098082848
9,0.693136349646,0.960082354647,0.669334095473,1.04914148016
10,0.705601723607,0.919728733429,0.498428122329,2.28525407988
11,0.722683902739,0.893768174827,0.619319805667,1.38411370783
12,0.731917513081,0.830578731996,0.632466418994,1.16778998266
13,0.735457063712,0.835235953661,0.437267790814,1.64712234717
14,0.738227146814,0.83785438977,0.651043155196,1.19393065389
15,0.75377039089,0.793539354141,0.65875964563,1.23177274565
16,0.752231455833,0.811747513903,0.611603315241,1.94717653879
17,0.762542320714,0.786483914312,0.650185767362,1.21133268098
18,0.748538011696,0.809981719585,0.637039154061,1.67826234095
19,0.747768544167,0.828036802426,0.62332094886,1.23746713559
