epoch,acc,loss,val_acc,val_loss
0,0.214098814838,2.2016492069,0.302372106316,1.9329822041
1,0.326458365399,1.92882325236,0.384967133467,1.72820582196
2,0.385562567339,1.75631580453,0.417262074896,1.6497546864
3,0.453132214868,1.58800155329,0.462703629617,1.49717352942
4,0.497152531938,1.45531382377,0.483566733352,1.57403191491
5,0.54856087425,1.35325191432,0.511288939706,1.39416121142
6,0.57334154225,1.27027737154,0.478136610469,1.59775517456
7,0.604586732338,1.18075357589,0.484995713069,1.67011985891
8,0.629983069109,1.11611203403,0.563875392969,1.27951623699
9,0.650146221333,1.06290668498,0.486424692778,1.7921164338
10,0.653840233954,1.07126903933,0.598456701923,1.28293308509
11,0.671540711097,0.994528069232,0.605315804524,1.30355593609
12,0.67831306757,0.98438862817,0.595598742506,1.23782986278
13,0.682930583346,0.986088658693,0.600743069457,1.26650270379
14,0.686316761582,0.957208121809,0.597027722215,1.376712944
15,0.708634754502,0.91614452456,0.506144612746,1.45074482763
16,0.69524395875,0.931703308087,0.53415261505,1.47106980668
17,0.698168385409,0.96202110669,0.595312946565,1.41820771667
18,0.714483607819,0.896291185622,0.479565590177,2.3686820733
19,0.712944435893,0.897282398372,0.565590168628,1.28022933592
