epoch,acc,loss,val_acc,val_loss
0,0.219409937916,2.18210878522,0.316105139554,1.92454835352
1,0.271118012505,2.00814807448,0.34638244068,1.79717329152
2,0.303435411241,1.93146340398,0.402583326153,1.73067982208
3,0.328680006269,1.86261664956,0.430674736074,1.66799968362
4,0.334627329299,1.83602306996,0.468123927725,1.62797745936
5,0.344565217479,1.79012487497,0.437738235237,1.56413629203
6,0.359085963127,1.77691243963,0.468178122746,1.51030413618
7,0.36801242249,1.73935126022,0.482124469056,1.56089711533
8,0.373602484636,1.70037582548,0.472712492305,1.5312888509
9,0.397204969066,1.66738547333,0.533700659728,1.39224376567
10,0.397015389623,1.65218174139,0.545190136115,1.33277286766
11,0.407453416243,1.64222014833,0.547719266969,1.31846728923
12,0.409182565613,1.61776407323,0.54291391911,1.40649059881
13,0.42562111811,1.59387141979,0.577924307442,1.35723430452
14,0.419244520562,1.59159029245,0.575557764221,1.34152232652
15,0.425465838626,1.58542601947,0.556769939343,1.35918350627
16,0.419244520499,1.59436357451,0.568638786018,1.2185065007
17,0.438808748405,1.56616884483,0.591979045045,1.28560671892
18,0.437577639882,1.58073064426,0.613259868818,1.17438708237
19,0.442391304438,1.54777432767,0.5475928106,1.29975529406
