epoch,acc,loss,val_acc,val_loss
0,0.278881987616,1.97693295919,0.424008671026,1.73920121949
1,0.407298136776,1.62302713212,0.552416223258,1.32020003375
2,0.461335403891,1.48374793148,0.564158613286,1.20475604908
3,0.530390175833,1.28710272293,0.707036402104,0.874514706478
4,0.626958275342,1.0299378357,0.765477373318,0.708692924031
5,0.671226488609,0.924454148526,0.807731912064,0.575941685174
6,0.674844720668,0.892831597172,0.798247674798,0.590174919668
7,0.717857143033,0.770105378413,0.807894499836,0.538967748351
8,0.721739130597,0.761609660279,0.852262668093,0.423949022806
9,0.755745341768,0.662442206684,0.861746906193,0.507090996008
10,0.774534161667,0.631449200282,0.868611688889,0.364598406616
11,0.783460283102,0.599425243012,0.852479451373,0.470401903825
12,0.795408717362,0.563783627051,0.887453707885,0.339622712641
13,0.814596273394,0.519390949787,0.894535273028,0.276072855328
14,0.822826087086,0.485619152319,0.917965856604,0.270957959646
15,0.829006684446,0.471436848847,0.892240989835,0.284194118671
16,0.839130434847,0.443548805216,0.899232228205,0.279272561434
17,0.837111801409,0.471861830238,0.913214705085,0.299063981795
18,0.855899269476,0.405256380739,0.913286966642,0.268968825836
19,0.843803319457,0.428865770249,0.903929184217,0.325895472294
